datetime,Open,High,Low,Close,Volume
10.10.2019 17:00:00.000,229.888,229.908,229.107,229.728,119.5825
10.10.2019 18:00:00.000,229.728,229.908,228.298,229.768,166.9625
10.10.2019 19:00:00.000,229.758,230.288,229.737,230.088,143.5375
11.10.2019 13:00:00.000,232.888,233.808,232.287,233.668,95.905
11.10.2019 14:00:00.000,233.688,234.377,233.648,233.908,155.4225
11.10.2019 15:00:00.000,233.918,235.147,233.918,234.468,136.825
11.10.2019 16:00:00.000,234.467,234.858,233.078,234.798,118.63
11.10.2019 17:00:00.000,234.798,235.408,234.457,235.288,102.5025
11.10.2019 18:00:00.000,235.288,236.558,234.887,236.487,79.57
11.10.2019 19:00:00.000,236.487,237.618,235.817,235.937,189.9475
14.10.2019 13:00:00.000,235.048,237.248,235.048,237.148,91.31
14.10.2019 14:00:00.000,237.148,238.128,237.057,237.888,148.09
14.10.2019 15:00:00.000,237.888,237.948,236.927,236.988,108.9925
14.10.2019 16:00:00.000,236.987,237.028,236.057,236.337,100.23
14.10.2019 17:00:00.000,236.338,236.728,236.217,236.688,80.94
14.10.2019 18:00:00.000,236.678,236.858,236.048,236.218,75.86
14.10.2019 19:00:00.000,236.217,236.418,235.658,235.837,114.1075
15.10.2019 13:00:00.000,236.357,237.208,235.998,236.748,58.0475
15.10.2019 14:00:00.000,236.757,237.608,236.338,237.437,138.45
15.10.2019 15:00:00.000,237.438,237.438,234.877,235.698,140.045
15.10.2019 16:00:00.000,235.697,236.198,235.537,236.028,92.3225
15.10.2019 17:00:00.000,236.028,236.098,235.517,235.798,73.5375
15.10.2019 18:00:00.000,235.798,236.148,235.667,235.898,67.775
15.10.2019 19:00:00.000,235.897,236.038,235.007,235.177,105.2175
16.10.2019 13:00:00.000,233.747,235.197,233.588,234.528,103.4825
